Metabolite_physical,Weight_physical,Direction_physical,Rank_physical,Stability_physical,AbsWeight_physical
67911,-0.021652479,Negative,754,1,0.021652479
103224,-0.021648394,Negative,755,1,0.021648394
84452,0.021627811,Positive,756,1,0.021627811
38291,0.021624318,Positive,757,1,0.021624318
19139,0.021620609,Positive,758,1,0.021620609
25504,-0.0216123,Negative,759,1,0.0216123
47500,0.021571939,Positive,760,1,0.021571939
104196,0.021552884,Positive,761,1,0.021552884
64391,-0.02154115,Negative,762,1,0.02154115
8405,-0.021519553,Negative,763,1,0.021519553
63863,-0.021505881,Negative,764,1,0.021505881
27632,-0.021498356,Negative,765,0.9,0.021498356
4924,0.021495565,Positive,766,1,0.021495565
5431,0.021491498,Positive,767,1,0.021491498
18004,0.021491066,Positive,768,0.9,0.021491066
89281,0.021475202,Positive,769,1,0.021475202
52667,-0.021464961,Negative,770,1,0.021464961
9870,-0.021412231,Negative,771,1,0.021412231
11133,0.021390796,Positive,772,1,0.021390796
90423,0.021370133,Positive,773,1,0.021370133
11019,-0.021365159,Negative,774,1,0.021365159
69021,-0.021358265,Negative,775,1,0.021358265
5115,0.021330951,Positive,776,1,0.021330951
9972,-0.021325024,Negative,777,1,0.021325024
4098,-0.021287151,Negative,778,1,0.021287151
54178,-0.02128516,Negative,779,1,0.02128516
54695,0.021280318,Positive,780,1,0.021280318
35530,-0.021272906,Negative,781,1,0.021272906
30546,-0.021267003,Negative,782,1,0.021267003
39017,0.021254326,Positive,783,1,0.021254326
13785,0.021199778,Positive,784,1,0.021199778
38327,0.02119642,Positive,785,1,0.02119642
100405,0.021187014,Positive,786,1,0.021187014
82086,0.021172875,Positive,787,1,0.021172875
25240,0.021135977,Positive,788,1,0.021135977
93660,0.021123917,Positive,789,1,0.021123917
24496,-0.021073371,Negative,790,1,0.021073371
71539,0.021068413,Positive,791,0.9,0.021068413
69038,0.021067293,Positive,792,1,0.021067293
96416,0.021030292,Positive,793,1,0.021030292
11558,0.020996963,Positive,794,1,0.020996963
85829,0.020961187,Positive,795,1,0.020961187
29709,0.020956981,Positive,796,1,0.020956981
23659,-0.020939624,Negative,797,1,0.020939624
137420,0.020938353,Positive,798,1,0.020938353
19937,-0.020910067,Negative,799,1,0.020910067
93898,0.020887772,Positive,800,1,0.020887772
86186,0.020881815,Positive,801,1,0.020881815
94258,0.020866367,Positive,802,1,0.020866367
85214,0.02086583,Positive,803,1,0.02086583
57419,-0.020865588,Negative,804,1,0.020865588
51628,-0.020816134,Negative,805,1,0.020816134
49425,-0.020797223,Negative,806,1,0.020797223
22009,-0.020784787,Negative,807,1,0.020784787
15616,-0.02076571,Negative,808,1,0.02076571
7168,-0.020750471,Negative,809,1,0.020750471
20027,0.02074825,Positive,810,1,0.02074825
52270,0.020747656,Positive,811,1,0.020747656
13395,0.020731765,Positive,812,0.9,0.020731765
35753,-0.020731294,Negative,813,1,0.020731294
23109,-0.020720212,Negative,814,1,0.020720212
87832,0.020714318,Positive,815,1,0.020714318
52068,-0.02070696,Negative,816,1,0.02070696
26264,-0.020706296,Negative,817,1,0.020706296
33563,0.020702474,Positive,818,1,0.020702474
34135,-0.020693247,Negative,819,1,0.020693247
92234,0.020673771,Positive,820,1,0.020673771
28794,-0.020653972,Negative,821,1,0.020653972
5266,-0.020646794,Negative,822,1,0.020646794
16546,0.020623772,Positive,823,1,0.020623772
26250,-0.020614056,Negative,824,1,0.020614056
80055,0.020611708,Positive,825,1,0.020611708
27028,0.020585584,Positive,826,1,0.020585584
76830,0.020547844,Positive,827,1,0.020547844
86545,0.020546419,Positive,828,1,0.020546419
23624,-0.020544556,Negative,829,1,0.020544556
30110,0.020541715,Positive,830,1,0.020541715
18947,-0.020529192,Negative,831,1,0.020529192
80500,0.020522117,Positive,832,1,0.020522117
69088,0.020503326,Positive,833,1,0.020503326
8829,-0.020499572,Negative,834,1,0.020499572
77984,-0.020484693,Negative,835,0.9,0.020484693
17097,0.020481813,Positive,836,1,0.020481813
84927,0.020470011,Positive,837,1,0.020470011
31728,-0.020450964,Negative,838,1,0.020450964
62656,-0.020415421,Negative,839,1,0.020415421
15778,0.020372654,Positive,840,1,0.020372654
68550,-0.020370494,Negative,841,1,0.020370494
49824,-0.020345536,Negative,842,1,0.020345536
31210,-0.020341926,Negative,843,1,0.020341926
22896,-0.020307591,Negative,844,1,0.020307591
2933,-0.020289542,Negative,845,1,0.020289542
36195,-0.02025658,Negative,846,1,0.02025658
45123,-0.020232828,Negative,847,1,0.020232828
49173,-0.020225081,Negative,848,1,0.020225081
68697,0.020204491,Positive,849,1,0.020204491
35096,0.020197003,Positive,850,0.9,0.020197003
71391,-0.020176516,Negative,851,1,0.020176516
33108,0.02016409,Positive,852,1,0.02016409
70825,0.020163625,Positive,853,1,0.020163625
64626,-0.020156753,Negative,854,1,0.020156753
84593,0.020156462,Positive,855,1,0.020156462
46163,0.020149697,Positive,856,1,0.020149697
5071,-0.020114867,Negative,857,1,0.020114867
68806,0.02010144,Positive,858,1,0.02010144
88378,0.02007236,Positive,859,1,0.02007236
23836,-0.020048802,Negative,860,1,0.020048802
22295,-0.020024472,Negative,861,1,0.020024472
18274,0.020013901,Positive,862,1,0.020013901
14295,-0.019998244,Negative,863,1,0.019998244
52001,0.019990889,Positive,864,1,0.019990889
43628,-0.019988901,Negative,865,1,0.019988901
91956,0.019981348,Positive,866,1,0.019981348
18277,-0.019964561,Negative,867,1,0.019964561
78214,0.019960283,Positive,868,1,0.019960283
89247,0.019956486,Positive,869,1,0.019956486
22989,-0.019931698,Negative,870,1,0.019931698
100563,-0.019926623,Negative,871,1,0.019926623
12951,-0.019907541,Negative,872,1,0.019907541
56878,-0.01989027,Negative,873,1,0.01989027
30199,-0.019869425,Negative,874,1,0.019869425
50731,-0.019859514,Negative,875,1,0.019859514
14301,-0.019855692,Negative,876,1,0.019855692
24529,-0.019853436,Negative,877,1,0.019853436
31657,-0.019852746,Negative,878,1,0.019852746
12510,-0.01983104,Negative,879,1,0.01983104
85998,0.01981554,Positive,880,1,0.01981554
46371,0.019803619,Positive,881,1,0.019803619
61621,-0.019801354,Negative,882,1,0.019801354
24163,-0.019800253,Negative,883,1,0.019800253
26941,-0.019781026,Negative,884,1,0.019781026
81771,0.01976417,Positive,885,1,0.01976417
76587,0.0197611,Positive,886,1,0.0197611
33355,0.019736408,Positive,887,0.9,0.019736408
8195,-0.019734439,Negative,888,1,0.019734439
14354,-0.019728879,Negative,889,1,0.019728879
70276,0.019718685,Positive,890,1,0.019718685
35633,-0.019709229,Negative,891,1,0.019709229
23521,-0.019694509,Negative,892,1,0.019694509
11287,-0.019689568,Negative,893,1,0.019689568
35996,-0.019683095,Negative,894,1,0.019683095
62614,-0.0196087,Negative,895,1,0.0196087
62432,-0.019590978,Negative,896,1,0.019590978
76578,0.01956108,Positive,897,1,0.01956108
41068,0.019544737,Positive,898,1,0.019544737
37179,0.019532246,Positive,899,1,0.019532246
6189,-0.019498043,Negative,900,1,0.019498043
16647,0.019497408,Positive,901,1,0.019497408
71510,0.019491269,Positive,902,1,0.019491269
22613,-0.019457695,Negative,903,1,0.019457695
69863,0.01942077,Positive,904,1,0.01942077
60091,-0.019397639,Negative,905,1,0.019397639
9155,-0.019385314,Negative,906,1,0.019385314
56904,-0.019371572,Negative,907,1,0.019371572
46263,0.019370764,Positive,908,1,0.019370764
39142,0.019369088,Positive,909,1,0.019369088
5878,-0.019365723,Negative,910,1,0.019365723
27980,-0.019334672,Negative,911,1,0.019334672
12928,0.019310696,Positive,912,1,0.019310696
28514,0.01924741,Positive,913,1,0.01924741
21919,-0.019242375,Negative,914,1,0.019242375
72765,0.019236229,Positive,915,1,0.019236229
49565,-0.019227225,Negative,916,1,0.019227225
93505,0.019209828,Positive,917,1,0.019209828
109264,-0.019204495,Negative,918,0.9,0.019204495
14475,0.01919492,Positive,919,1,0.01919492
19948,-0.01917014,Negative,920,1,0.01917014
11686,0.019158279,Positive,921,1,0.019158279
20183,-0.019155894,Negative,922,1,0.019155894
46370,0.019139632,Positive,923,1,0.019139632
10910,-0.019137192,Negative,924,1,0.019137192
54626,-0.019136179,Negative,925,1,0.019136179
100098,0.019134833,Positive,926,1,0.019134833
61955,0.019130195,Positive,927,1,0.019130195
4605,0.019121158,Positive,928,1,0.019121158
95075,-0.019118851,Negative,929,1,0.019118851
29063,0.01908372,Positive,930,1,0.01908372
80586,0.019073942,Positive,931,1,0.019073942
73049,-0.01905213,Negative,932,1,0.01905213
140938,-0.019034927,Negative,933,0.9,0.019034927
44238,-0.019016701,Negative,934,1,0.019016701
85404,0.018998803,Positive,935,1,0.018998803
11286,-0.018929855,Negative,936,1,0.018929855
137490,0.018917014,Positive,937,1,0.018917014
66182,-0.018907162,Negative,938,1,0.018907162
80178,0.018905854,Positive,939,0.9,0.018905854
86958,0.018902893,Positive,940,1,0.018902893
61103,-0.018887278,Negative,941,1,0.018887278
68961,0.018885251,Positive,942,1,0.018885251
3971,-0.018877026,Negative,943,1,0.018877026
44512,-0.018862836,Negative,944,1,0.018862836
48359,-0.018839354,Negative,945,1,0.018839354
37362,-0.018834866,Negative,946,1,0.018834866
17578,0.018810723,Positive,947,1,0.018810723
9856,-0.018786963,Negative,948,1,0.018786963
15625,-0.018785715,Negative,949,1,0.018785715
25838,-0.018778905,Negative,950,1,0.018778905
25891,-0.01876795,Negative,951,1,0.01876795
10585,-0.018733366,Negative,952,0.9,0.018733366
41129,-0.018730929,Negative,953,1,0.018730929
47969,0.018719946,Positive,954,1,0.018719946
114245,0.018704227,Positive,955,1,0.018704227
95279,0.018667261,Positive,956,1,0.018667261
5309,-0.018665873,Negative,957,1,0.018665873
54768,0.018660705,Positive,958,1,0.018660705
132616,0.018658069,Positive,959,1,0.018658069
20833,0.018630486,Positive,960,1,0.018630486
62550,-0.018619087,Negative,961,1,0.018619087
35400,-0.018618601,Negative,962,1,0.018618601
56783,-0.018599107,Negative,963,1,0.018599107
83453,0.018583954,Positive,964,1,0.018583954
61256,-0.018583615,Negative,965,1,0.018583615
105132,-0.018571034,Negative,966,1,0.018571034
45360,0.018568776,Positive,967,1,0.018568776
29269,0.018556077,Positive,968,1,0.018556077
8365,-0.018535846,Negative,969,1,0.018535846
54151,-0.018528876,Negative,970,1,0.018528876
92923,0.018520605,Positive,971,1,0.018520605
137603,-0.018515529,Negative,972,1,0.018515529
5386,-0.018509324,Negative,973,1,0.018509324
20292,0.018480799,Positive,974,1,0.018480799
35250,-0.018460488,Negative,975,1,0.018460488
36036,-0.018453023,Negative,976,1,0.018453023
72741,-0.018443971,Negative,977,1,0.018443971
15036,-0.018433181,Negative,978,1,0.018433181
36802,-0.018425035,Negative,979,1,0.018425035
24562,-0.018400679,Negative,980,1,0.018400679
82496,0.018393183,Positive,981,1,0.018393183
105581,0.018383894,Positive,982,1,0.018383894
16550,0.018381583,Positive,983,1,0.018381583
5347,-0.018381009,Negative,984,1,0.018381009
82214,0.018359256,Positive,985,1,0.018359256
140634,-0.01835325,Negative,986,0.9,0.01835325
11258,-0.018346994,Negative,987,1,0.018346994
46623,0.018281409,Positive,988,1,0.018281409
87947,0.018261307,Positive,989,1,0.018261307
51942,-0.018243174,Negative,990,1,0.018243174
27087,-0.018241611,Negative,991,1,0.018241611
20848,0.018240471,Positive,992,1,0.018240471
28018,0.018216932,Positive,993,1,0.018216932
13280,-0.018205331,Negative,994,1,0.018205331
32109,-0.018196591,Negative,995,1,0.018196591
16426,0.01818722,Positive,996,1,0.01818722
39977,0.018163854,Positive,997,1,0.018163854
92275,-0.018128076,Negative,998,1,0.018128076
13075,-0.018126002,Negative,999,1,0.018126002
13698,0.018121803,Positive,1000,1,0.018121803
19786,0.018121288,Positive,1001,1,0.018121288
110451,-0.018118653,Negative,1002,1,0.018118653
139959,0.018105751,Positive,1003,1,0.018105751
8268,-0.018096066,Negative,1004,1,0.018096066
8066,-0.018068389,Negative,1005,1,0.018068389
31492,-0.01804278,Negative,1006,1,0.01804278
63583,-0.018041796,Negative,1007,1,0.018041796
5520,-0.018040244,Negative,1008,1,0.018040244
126841,0.018032445,Positive,1009,1,0.018032445
16482,0.018019907,Positive,1010,1,0.018019907
88544,0.018005945,Positive,1011,1,0.018005945
39402,-0.018004783,Negative,1012,1,0.018004783
6530,-0.017999882,Negative,1013,1,0.017999882
102419,0.017999703,Positive,1014,1,0.017999703
45688,-0.017994531,Negative,1015,1,0.017994531
14974,-0.017981473,Negative,1016,1,0.017981473
74476,0.01798024,Positive,1017,1,0.01798024
114027,0.017970996,Positive,1018,1,0.017970996
80767,0.017950243,Positive,1019,1,0.017950243
43888,-0.017942961,Negative,1020,1,0.017942961
41065,0.017941554,Positive,1021,0.9,0.017941554
44995,0.017880382,Positive,1022,1,0.017880382
6682,-0.017879788,Negative,1023,1,0.017879788
95643,-0.017869158,Negative,1024,0.9,0.017869158
76583,0.017863958,Positive,1025,1,0.017863958
32914,0.017830278,Positive,1026,1,0.017830278
67129,0.017809886,Positive,1027,0.9,0.017809886
41735,0.017790999,Positive,1028,0.9,0.017790999
69872,0.017786455,Positive,1029,1,0.017786455
109376,0.017776541,Positive,1030,1,0.017776541
9277,-0.017770572,Negative,1031,1,0.017770572
69845,0.017765465,Positive,1032,1,0.017765465
87709,0.017744306,Positive,1033,1,0.017744306
91822,0.01773559,Positive,1034,1,0.01773559
28556,-0.017722955,Negative,1035,1,0.017722955
82308,0.017719355,Positive,1036,1,0.017719355
38886,-0.017705035,Negative,1037,1,0.017705035
38664,-0.017702994,Negative,1038,1,0.017702994
69062,0.017700798,Positive,1039,1,0.017700798
49577,-0.017681595,Negative,1040,1,0.017681595
31944,-0.017678857,Negative,1041,1,0.017678857
36746,0.017678311,Positive,1042,1,0.017678311
13653,0.017663182,Positive,1043,1,0.017663182
10754,-0.01766112,Negative,1044,1,0.01766112
17026,-0.017592409,Negative,1045,1,0.017592409
86561,0.017582299,Positive,1046,1,0.017582299
41966,0.017556611,Positive,1047,1,0.017556611
30989,-0.017554022,Negative,1048,1,0.017554022
21496,-0.017537754,Negative,1049,1,0.017537754
64481,-0.017537522,Negative,1050,1,0.017537522
86359,0.017518544,Positive,1051,1,0.017518544
69801,0.017511826,Positive,1052,1,0.017511826
24659,-0.017496911,Negative,1053,1,0.017496911
41151,0.017492136,Positive,1054,1,0.017492136
87888,0.017490644,Positive,1055,1,0.017490644
55536,-0.017478364,Negative,1056,1,0.017478364
34675,-0.017455789,Negative,1057,1,0.017455789
136878,0.017441593,Positive,1058,1,0.017441593
36702,-0.017441456,Negative,1059,1,0.017441456
39511,0.017438091,Positive,1060,1,0.017438091
8377,-0.017432924,Negative,1061,1,0.017432924
18828,0.017427729,Positive,1062,1,0.017427729
18404,-0.017418055,Negative,1063,1,0.017418055
39693,-0.017395756,Negative,1064,1,0.017395756
43842,0.017385001,Positive,1065,1,0.017385001
27822,-0.017379512,Negative,1066,1,0.017379512
140273,-0.017375961,Negative,1067,1,0.017375961
19866,0.017279082,Positive,1068,1,0.017279082
17113,0.017257848,Positive,1069,1,0.017257848
42454,0.017246712,Positive,1070,0.9,0.017246712
9185,-0.017195768,Negative,1071,1,0.017195768
93266,0.017193555,Positive,1072,1,0.017193555
34673,-0.017189258,Negative,1073,1,0.017189258
29193,-0.017171509,Negative,1074,1,0.017171509
13158,0.017171278,Positive,1075,1,0.017171278
38554,-0.017162051,Negative,1076,1,0.017162051
23498,-0.017101861,Negative,1077,1,0.017101861
34707,-0.017097816,Negative,1078,1,0.017097816
36022,-0.017083588,Negative,1079,1,0.017083588
108391,0.017048424,Positive,1080,1,0.017048424
23651,-0.017038328,Negative,1081,1,0.017038328
33899,-0.01703627,Negative,1082,1,0.01703627
69728,-0.01700155,Negative,1083,0.9,0.01700155
89801,0.016930553,Positive,1084,1,0.016930553
52854,0.016928692,Positive,1085,1,0.016928692
51273,0.016927695,Positive,1086,1,0.016927695
8604,-0.016917048,Negative,1087,1,0.016917048
36390,-0.016907527,Negative,1088,1,0.016907527
88723,0.01690301,Positive,1089,1,0.01690301
33975,-0.01686672,Negative,1090,0.9,0.01686672
25131,-0.016856846,Negative,1091,1,0.016856846
140065,0.016814061,Positive,1092,1,0.016814061
41438,-0.016809928,Negative,1093,1,0.016809928
117270,0.016794043,Positive,1094,1,0.016794043
69791,0.016790834,Positive,1095,1,0.016790834
38087,-0.016787199,Negative,1096,1,0.016787199
110494,0.016770449,Positive,1097,1,0.016770449
51594,-0.016761996,Negative,1098,1,0.016761996
53885,-0.01675509,Negative,1099,0.9,0.01675509
20802,-0.016746716,Negative,1100,1,0.016746716
91998,-0.016739671,Negative,1101,1,0.016739671
35377,-0.016732602,Negative,1102,1,0.016732602
32166,-0.016713258,Negative,1103,0.9,0.016713258
39387,-0.016678603,Negative,1104,1,0.016678603
15384,-0.016629185,Negative,1105,1,0.016629185
52773,-0.016627148,Negative,1106,1,0.016627148
87979,0.016618087,Positive,1107,1,0.016618087
25507,-0.016616937,Negative,1108,1,0.016616937
70454,0.016611278,Positive,1109,0.9,0.016611278
13132,-0.016589478,Negative,1110,1,0.016589478
25902,-0.016585348,Negative,1111,1,0.016585348
12661,0.01657854,Positive,1112,0.9,0.01657854
60020,-0.016573274,Negative,1113,1,0.016573274
15630,0.016557604,Positive,1114,1,0.016557604
28289,-0.016535022,Negative,1115,1,0.016535022
81877,0.016531039,Positive,1116,1,0.016531039
32898,0.016525371,Positive,1117,1,0.016525371
7107,-0.016521759,Negative,1118,1,0.016521759
87405,0.016517079,Positive,1119,1,0.016517079
57532,0.016485118,Positive,1120,1,0.016485118
33894,-0.016460969,Negative,1121,1,0.016460969
85498,0.016442804,Positive,1122,1,0.016442804
58719,-0.016429618,Negative,1123,1,0.016429618
57884,-0.016403534,Negative,1124,1,0.016403534
51377,0.016400956,Positive,1125,1,0.016400956
41073,0.01639798,Positive,1126,1,0.01639798
66469,-0.016379828,Negative,1127,0.9,0.016379828
27096,-0.016367889,Negative,1128,1,0.016367889
64105,0.016340791,Positive,1129,1,0.016340791
89305,0.016325919,Positive,1130,1,0.016325919
51997,-0.016325745,Negative,1131,1,0.016325745
85774,0.016318965,Positive,1132,1,0.016318965
102429,0.016298711,Positive,1133,1,0.016298711
13169,0.016289449,Positive,1134,1,0.016289449
6951,-0.016281912,Negative,1135,1,0.016281912
14761,0.016249789,Positive,1136,1,0.016249789
19389,-0.01623185,Negative,1137,1,0.01623185
32863,-0.016229338,Negative,1138,1,0.016229338
79218,0.016212401,Positive,1139,0.9,0.016212401
73405,-0.016210728,Negative,1140,0.9,0.016210728
92608,0.016199607,Positive,1141,1,0.016199607
36732,-0.016195151,Negative,1142,1,0.016195151
25566,-0.016167562,Negative,1143,1,0.016167562
89223,0.016149642,Positive,1144,1,0.016149642
28124,-0.016127731,Negative,1145,1,0.016127731
68793,0.016120412,Positive,1146,1,0.016120412
101152,0.016113475,Positive,1147,1,0.016113475
39585,-0.016110611,Negative,1148,1,0.016110611
7545,-0.016104908,Negative,1149,1,0.016104908
44663,-0.016099833,Negative,1150,1,0.016099833
66581,-0.016082228,Negative,1151,1,0.016082228
26717,-0.0160798,Negative,1152,1,0.0160798
18545,0.016077165,Positive,1153,1,0.016077165
51413,0.016073537,Positive,1154,1,0.016073537
102522,0.016066332,Positive,1155,1,0.016066332
5126,0.016064801,Positive,1156,1,0.016064801
71924,0.01604099,Positive,1157,0.9,0.01604099
90799,0.01602156,Positive,1158,1,0.01602156
30287,-0.015989196,Negative,1159,1,0.015989196
69839,0.015981463,Positive,1160,1,0.015981463
68158,-0.015976829,Negative,1161,1,0.015976829
42119,0.015970621,Positive,1162,1,0.015970621
15424,-0.015962478,Negative,1163,1,0.015962478
27103,-0.01593678,Negative,1164,1,0.01593678
14156,0.015917205,Positive,1165,1,0.015917205
91843,0.015901584,Positive,1166,1,0.015901584
30816,-0.015900991,Negative,1167,1,0.015900991
82799,0.015879309,Positive,1168,1,0.015879309
7059,0.015873582,Positive,1169,1,0.015873582
72360,0.015869296,Positive,1170,1,0.015869296
14038,-0.015863917,Negative,1171,1,0.015863917
28825,-0.015860831,Negative,1172,1,0.015860831
104084,0.015841527,Positive,1173,1,0.015841527
73789,0.015812797,Positive,1174,1,0.015812797
111411,0.015809466,Positive,1175,1,0.015809466
54116,-0.015802123,Negative,1176,1,0.015802123
137762,0.015795786,Positive,1177,1,0.015795786
38614,0.015773914,Positive,1178,1,0.015773914
33335,-0.015762181,Negative,1179,1,0.015762181
77523,0.015745201,Positive,1180,1,0.015745201
57151,-0.015735833,Negative,1181,1,0.015735833
15578,-0.015731767,Negative,1182,0.9,0.015731767
99343,-0.01571226,Negative,1183,0.9,0.01571226
29228,0.015702812,Positive,1184,1,0.015702812
93286,0.015697006,Positive,1185,1,0.015697006
72532,0.015689931,Positive,1186,1,0.015689931
39001,0.015684085,Positive,1187,1,0.015684085
35259,-0.015669642,Negative,1188,1,0.015669642
45351,0.015665695,Positive,1189,1,0.015665695
11408,-0.01565941,Negative,1190,1,0.01565941
23634,-0.015636312,Negative,1191,1,0.015636312
109854,-0.015616142,Negative,1192,1,0.015616142
46114,0.01561401,Positive,1193,1,0.01561401
34132,-0.015613652,Negative,1194,1,0.015613652
23744,-0.015595869,Negative,1195,1,0.015595869
68951,0.015577441,Positive,1196,1,0.015577441
37648,-0.015535343,Negative,1197,1,0.015535343
71352,0.015504458,Positive,1198,0.9,0.015504458
86062,0.015491453,Positive,1199,1,0.015491453
56202,-0.015465543,Negative,1200,1,0.015465543
101119,0.015448726,Positive,1201,1,0.015448726
5364,0.01542589,Positive,1202,1,0.01542589
41182,0.015419332,Positive,1203,1,0.015419332
36365,0.015407063,Positive,1204,1,0.015407063
37845,-0.015393627,Negative,1205,1,0.015393627
83099,0.015388227,Positive,1206,1,0.015388227
43166,-0.015386407,Negative,1207,1,0.015386407
32000,-0.015380976,Negative,1208,1,0.015380976
64120,0.015374669,Positive,1209,1,0.015374669
11740,-0.01536941,Negative,1210,1,0.01536941
98581,0.015359221,Positive,1211,1,0.015359221
22115,-0.015335882,Negative,1212,1,0.015335882
51483,-0.015331968,Negative,1213,1,0.015331968
8179,-0.015301448,Negative,1214,1,0.015301448
81493,-0.015279097,Negative,1215,1,0.015279097
36032,-0.015274713,Negative,1216,1,0.015274713
125944,0.015274328,Positive,1217,1,0.015274328
76824,0.015267284,Positive,1218,1,0.015267284
7506,-0.015263602,Negative,1219,1,0.015263602
117986,0.015250637,Positive,1220,1,0.015250637
57086,0.015222759,Positive,1221,1,0.015222759
24398,-0.015213213,Negative,1222,1,0.015213213
52245,-0.015202871,Negative,1223,1,0.015202871
13341,-0.015192757,Negative,1224,1,0.015192757
56079,-0.015192339,Negative,1225,1,0.015192339
77479,-0.015157684,Negative,1226,0.9,0.015157684
34467,-0.015145111,Negative,1227,1,0.015145111
8061,-0.015114021,Negative,1228,1,0.015114021
114053,0.015103366,Positive,1229,1,0.015103366
34697,-0.015095537,Negative,1230,1,0.015095537
27057,-0.015091765,Negative,1231,1,0.015091765
64610,-0.015088765,Negative,1232,1,0.015088765
8533,-0.015085184,Negative,1233,1,0.015085184
23430,-0.015080738,Negative,1234,1,0.015080738
12426,0.015060359,Positive,1235,1,0.015060359
22973,-0.015052565,Negative,1236,1,0.015052565
21901,-0.015043489,Negative,1237,1,0.015043489
88614,0.015041878,Positive,1238,1,0.015041878
23026,-0.015029367,Negative,1239,0.9,0.015029367
89510,0.015023347,Positive,1240,1,0.015023347
111351,0.015010407,Positive,1241,1,0.015010407
85165,0.015009492,Positive,1242,1,0.015009492
20479,0.014998649,Positive,1243,1,0.014998649
26676,-0.014995128,Negative,1244,1,0.014995128
49048,0.014957058,Positive,1245,1,0.014957058
69067,0.014952715,Positive,1246,1,0.014952715
92639,0.014905238,Positive,1247,1,0.014905238
31137,-0.014904825,Negative,1248,1,0.014904825
45795,0.014879532,Positive,1249,0.9,0.014879532
40503,0.014870212,Positive,1250,1,0.014870212
73200,0.014869368,Positive,1251,1,0.014869368
7037,-0.014866208,Negative,1252,1,0.014866208
